Num Test                              Secs Status    Score    Remark
2714 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2715 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2716 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2717 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2718 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2719 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2720 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2721 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2722 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2723 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2724 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2725 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2726 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2727 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2728 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2729 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2730 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2731 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2732 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2733 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2734 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2735 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2736 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2737 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2738 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2739 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2740 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2741 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2742 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2743 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2744 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2745 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2746 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2747 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2748 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2749 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2750 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2751 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2752 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2753 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2754 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2755 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2756 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2757 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2758 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2759 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2760 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2761 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2762 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2763 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2764 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2765 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2766 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2767 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2768 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2769 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2770 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2771 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2772 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2773 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2774 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2775 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2776 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2777 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2778 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2779 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2780 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2781 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2782 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2783 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2784 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2785 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2786 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2787 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2788 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2789 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2790 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2791 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2792 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2793 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2794 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2795 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2796 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2797 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2798 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2799 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2800 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2801 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2802 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2803 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2804 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2805 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2806 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2807 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2808 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2809 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2810 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2811 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2812 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2813 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2814 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2815 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2816 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2817 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2818 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2819 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2820 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2821 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2822 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2823 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2824 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2825 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2826 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2827 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2828 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2829 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2830 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2831 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2832 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2833 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2834 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2835 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2836 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2837 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2838 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2839 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2840 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2841 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2842 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2843 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2844 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2845 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2846 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2847 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2848 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2849 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2850 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2851 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2852 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2853 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2854 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2855 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2856 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2857 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2858 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2859 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2860 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2861 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2862 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2863 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2864 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2865 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2866 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2867 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2868 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2869 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2870 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2871 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2872 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2873 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2874 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2875 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2876 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2877 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2878 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2879 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2880 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2881 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2882 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2883 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2884 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2885 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2886 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2887 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2888 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2889 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2890 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2891 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2892 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2893 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2894 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2895 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2896 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2897 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2898 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2899 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2900 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2901 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2902 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2903 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2904 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2905 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2906 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2907 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2908 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2909 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2910 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2911 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2912 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2913 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2914 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2915 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2916 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2917 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2918 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2919 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2920 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2921 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2922 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2923 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2924 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2925 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2926 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2927 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2928 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2929 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2930 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2931 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2932 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2933 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2934 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2935 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2936 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2937 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2938 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2939 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2940 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2941 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2942 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2943 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2944 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2945 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2946 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2947 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2948 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2949 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2950 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2951 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2952 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2953 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2954 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2955 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2956 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2957 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2958 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2959 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2960 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2961 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2962 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2963 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2964 puzzle_solution(inout) ...       0.02   PASS   1.0/1.0   
2965 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2966 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2967 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2968 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2969 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2970 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2971 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2972 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2973 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2974 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2975 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2976 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2977 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2978 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2979 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2980 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2981 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2982 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2983 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2984 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2985 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2986 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2987 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2988 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2989 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2990 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2991 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2992 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2993 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2994 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2995 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2996 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2997 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2998 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
2999 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3000 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3001 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3002 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3003 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3004 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3005 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3006 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3007 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3008 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3009 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3010 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3011 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3012 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3013 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3014 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3015 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3016 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
3017 puzzle_solution(inout) ...       0.00   PASS   1.0/1.0   
